drug	response_metric	response_metric_label	response_metric_scale	ploidy_stat	ploidy_stat_label	sample	group	group_pair_label	ploidy_class	ploidy	ploidy_source	analysis_cloneid_origin	origin_resolution_status	origin_resolution_distance_edges	origin_resolution_mrca	metric_uM	metric_value	model_type
Gemcitabine	ic50	IC50	log10_uM	q10	10th percentile	SNU-668_P1_A19kT_harvest	SNU	SNU-668: 2.5N vs. 2.5N	Low	2.50609319803332	cloneid_genome_perspective	SNU-668_P1_A18K_seed	nearest_pedigree_genome_perspective	3	SNU-668_P1_A17k_harvest	0.0247414930995384	-1.60657409511418	LL.4
Gemcitabine	ic50	IC50	log10_uM	q10	10th percentile	SNU-668_r2_GFP_VT_A7_harvesT3	SNU	SNU-668: 2.5N vs. 2.5N	High	2.48275924398514	cloneid_genome_perspective	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	24	SNU-668_r2_A55_seedT1	0.0664045667578392	-1.17780205241617	LL.4
Gemcitabine	ic50	IC50	log10_uM	q10	10th percentile	SUM159_NLS_2N_O1_A7K_harvest	SUM	SUM-159: 2.1N vs. 2.6N	Low	2.10475606490833	cloneid_genome_perspective	SUM159_NLS_2N_O1_A7K_harvest	exact_mapped_genome_perspective	0	SUM159_NLS_2N_O1_A7K_harvest	0.104550765155342	-0.980672784448158	LL.4
Gemcitabine	ic50	IC50	log10_uM	q10	10th percentile	SUM-159_NLS_2N_O2_A24_seedT2	SUM	SUM-159: 2.1N vs. 2.6N	High	2.5855265534481	cloneid_genome_perspective	SUM-159_NLS_2N_O2_A19_seed	nearest_pedigree_genome_perspective	11	SUM-159_NLS_2N_O2_A19_seed	0.100209937507897	-0.99908920869987	LL.4
Gemcitabine	ic50	IC50	log10_uM	q10	10th percentile	SUM-159_2N	SUMOld	SUM-159: 2.0N vs. 3.5N	Low	2.009975	embedded_fallback		target_not_in_passaging	NA	NA	0.0157626293503155	-1.80237133652368	LL.4
Gemcitabine	ic50	IC50	log10_uM	q10	10th percentile	SUM-159_4N	SUMOld	SUM-159: 2.0N vs. 3.5N	High	3.49593528659252	embedded_fallback		target_not_in_passaging	NA	NA	0.0506545311043647	-1.29538170043978	LL.4
Gemcitabine	ic50	IC50	log10_uM	q10	10th percentile	MDAMB231_2N	MDAOld	MDA-MB-231: 4.2N vs. 6.5N	Low	4.15675859608933	embedded_fallback		target_not_in_passaging	NA	NA	0.0848915225924869	-1.07113567695425	LL.4
Gemcitabine	ic50	IC50	log10_uM	q10	10th percentile	MDAMB231_4N	MDAOld	MDA-MB-231: 4.2N vs. 6.5N	High	6.5	embedded_fallback		target_not_in_passaging	NA	NA	NA	NA	LL.4
Gemcitabine	ec50	EC50	log10_uM	q75	75th percentile	HGC-27_MRCA_harvest	HGC	HGC-27: 3.3N vs. 3.5N	Low	3.25987300238504	cloneid_genome_perspective	HGC-27_MRCA_harvest	exact_mapped_genome_perspective	0	HGC-27_MRCA_harvest	0.379997767823594	-0.420218954500934	LL.4
Gemcitabine	ec50	EC50	log10_uM	q75	75th percentile	HGC-27_G1_A10_harvesT3	HGC	HGC-27: 3.3N vs. 3.5N	High	3.46769422736355	cloneid_genome_perspective	HGC-27_G1_A9_harvesT155	nearest_pedigree_genome_perspective	2	HGC-27_G1_A9_harvesT155	0.0578449964206701	-1.23773420146371	LL.4
Gemcitabine	ec50	EC50	log10_uM	q75	75th percentile	MDA-MB-231_O1_A23-K_harvest	MDA	MDA-MB-231: 4.4N vs. 4.6N	Low	4.3964699387803	cloneid_genome_perspective	MDA-MB-231_O1_A23-K_harvest	exact_mapped_genome_perspective	0	MDA-MB-231_O1_A23-K_harvest	1.41847922086642	0.151822978250202	LL.4
Gemcitabine	ec50	EC50	log10_uM	q75	75th percentile	MDA-MB-231_G2_A3_harvesT8	MDA	MDA-MB-231: 4.4N vs. 4.6N	High	4.64270170251053	cloneid_genome_perspective	MDA-MB-231_G2_A4_seed	nearest_pedigree_genome_perspective	1	MDA-MB-231_G2_A3_harvesT8	0.611772020910349	-0.213410389139676	LL.4
Gemcitabine	ec50	EC50	log10_uM	q75	75th percentile	SNU-668_P1_A19kT_harvest	SNU	SNU-668: 2.7N vs. 2.7N	Low	2.67269271450368	cloneid_genome_perspective	SNU-668_P1_A18K_seed	nearest_pedigree_genome_perspective	3	SNU-668_P1_A17k_harvest	0.0187867114235341	-1.72614923563166	LL.4
Gemcitabine	ec50	EC50	log10_uM	q75	75th percentile	SNU-668_r2_GFP_VT_A7_harvesT3	SNU	SNU-668: 2.7N vs. 2.7N	High	2.65374098879052	cloneid_genome_perspective	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	24	SNU-668_r2_A55_seedT1	0.0537391917286998	-1.26970886991635	LL.4
Gemcitabine	ec50	EC50	log10_uM	q75	75th percentile	SUM159_NLS_2N_O1_A7K_harvest	SUM	SUM-159: 2.2N vs. 4.3N	Low	2.16579138037905	cloneid_genome_perspective	SUM159_NLS_2N_O1_A7K_harvest	exact_mapped_genome_perspective	0	SUM159_NLS_2N_O1_A7K_harvest	0.103459411682741	-0.985229995515819	LL.4
Gemcitabine	ec50	EC50	log10_uM	q75	75th percentile	SUM-159_NLS_2N_O2_A24_seedT2	SUM	SUM-159: 2.2N vs. 4.3N	High	4.26090110814365	cloneid_genome_perspective	SUM-159_NLS_2N_O2_A19_seed	nearest_pedigree_genome_perspective	11	SUM-159_NLS_2N_O2_A19_seed	0.0991235950299535	-1.00382295528657	LL.4
Gemcitabine	ec50	EC50	log10_uM	q75	75th percentile	SUM-159_2N	SUMOld	SUM-159: 2.0N vs. 3.5N	Low	2.009975	embedded_fallback		target_not_in_passaging	NA	NA	0.015856962749679	-1.79977999402808	LL.4
Gemcitabine	ec50	EC50	log10_uM	q75	75th percentile	SUM-159_4N	SUMOld	SUM-159: 2.0N vs. 3.5N	High	3.49593528659252	embedded_fallback		target_not_in_passaging	NA	NA	0.04932897683979	-1.30689789239193	LL.4
Gemcitabine	ec50	EC50	log10_uM	q75	75th percentile	MDAMB231_2N	MDAOld	MDA-MB-231: 4.2N vs. 6.5N	Low	4.15675859608933	embedded_fallback		target_not_in_passaging	NA	NA	0.0675761684097969	-1.17020643649804	LL.4
Gemcitabine	ec50	EC50	log10_uM	q75	75th percentile	MDAMB231_4N	MDAOld	MDA-MB-231: 4.2N vs. 6.5N	High	6.5	embedded_fallback		target_not_in_passaging	NA	NA	0.0808274378141357	-1.09244118788237	LL.4
Gemcitabine	ic50	IC50	log10_uM	q75	75th percentile	HGC-27_MRCA_harvest	HGC	HGC-27: 3.3N vs. 3.5N	Low	3.25987300238504	cloneid_genome_perspective	HGC-27_MRCA_harvest	exact_mapped_genome_perspective	0	HGC-27_MRCA_harvest	0.336354338640145	-0.473202965973386	LL.4
Gemcitabine	ic50	IC50	log10_uM	q75	75th percentile	HGC-27_G1_A10_harvesT3	HGC	HGC-27: 3.3N vs. 3.5N	High	3.46769422736355	cloneid_genome_perspective	HGC-27_G1_A9_harvesT155	nearest_pedigree_genome_perspective	2	HGC-27_G1_A9_harvesT155	0.065587113953204	-1.18318147905031	LL.4
Gemcitabine	ic50	IC50	log10_uM	q75	75th percentile	MDA-MB-231_O1_A23-K_harvest	MDA	MDA-MB-231: 4.4N vs. 4.6N	Low	4.3964699387803	cloneid_genome_perspective	MDA-MB-231_O1_A23-K_harvest	exact_mapped_genome_perspective	0	MDA-MB-231_O1_A23-K_harvest	NA	NA	LL.4
Gemcitabine	ic50	IC50	log10_uM	q75	75th percentile	MDA-MB-231_G2_A3_harvesT8	MDA	MDA-MB-231: 4.4N vs. 4.6N	High	4.64270170251053	cloneid_genome_perspective	MDA-MB-231_G2_A4_seed	nearest_pedigree_genome_perspective	1	MDA-MB-231_G2_A3_harvesT8	NA	NA	LL.4
Gemcitabine	ic50	IC50	log10_uM	q75	75th percentile	SNU-668_P1_A19kT_harvest	SNU	SNU-668: 2.7N vs. 2.7N	Low	2.67269271450368	cloneid_genome_perspective	SNU-668_P1_A18K_seed	nearest_pedigree_genome_perspective	3	SNU-668_P1_A17k_harvest	0.0247414930995384	-1.60657409511418	LL.4
Gemcitabine	ic50	IC50	log10_uM	q75	75th percentile	SNU-668_r2_GFP_VT_A7_harvesT3	SNU	SNU-668: 2.7N vs. 2.7N	High	2.65374098879052	cloneid_genome_perspective	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	24	SNU-668_r2_A55_seedT1	0.0664045667578392	-1.17780205241617	LL.4
Gemcitabine	ic50	IC50	log10_uM	q75	75th percentile	SUM159_NLS_2N_O1_A7K_harvest	SUM	SUM-159: 2.2N vs. 4.3N	Low	2.16579138037905	cloneid_genome_perspective	SUM159_NLS_2N_O1_A7K_harvest	exact_mapped_genome_perspective	0	SUM159_NLS_2N_O1_A7K_harvest	0.104550765155342	-0.980672784448158	LL.4
Gemcitabine	ic50	IC50	log10_uM	q75	75th percentile	SUM-159_NLS_2N_O2_A24_seedT2	SUM	SUM-159: 2.2N vs. 4.3N	High	4.26090110814365	cloneid_genome_perspective	SUM-159_NLS_2N_O2_A19_seed	nearest_pedigree_genome_perspective	11	SUM-159_NLS_2N_O2_A19_seed	0.100209937507897	-0.99908920869987	LL.4
Gemcitabine	ic50	IC50	log10_uM	q75	75th percentile	SUM-159_2N	SUMOld	SUM-159: 2.0N vs. 3.5N	Low	2.009975	embedded_fallback		target_not_in_passaging	NA	NA	0.0157626293503155	-1.80237133652368	LL.4
Gemcitabine	ic50	IC50	log10_uM	q75	75th percentile	SUM-159_4N	SUMOld	SUM-159: 2.0N vs. 3.5N	High	3.49593528659252	embedded_fallback		target_not_in_passaging	NA	NA	0.0506545311043647	-1.29538170043978	LL.4
Gemcitabine	ic50	IC50	log10_uM	q75	75th percentile	MDAMB231_2N	MDAOld	MDA-MB-231: 4.2N vs. 6.5N	Low	4.15675859608933	embedded_fallback		target_not_in_passaging	NA	NA	0.0848915225924869	-1.07113567695425	LL.4
Gemcitabine	ic50	IC50	log10_uM	q75	75th percentile	MDAMB231_4N	MDAOld	MDA-MB-231: 4.2N vs. 6.5N	High	6.5	embedded_fallback		target_not_in_passaging	NA	NA	NA	NA	LL.4
Gemcitabine	ec50	EC50	log10_uM	max	maximum	HGC-27_MRCA_harvest	HGC	HGC-27: 3.4N vs. 3.7N	Low	3.35183243007983	cloneid_genome_perspective	HGC-27_MRCA_harvest	exact_mapped_genome_perspective	0	HGC-27_MRCA_harvest	0.379997767823594	-0.420218954500934	LL.4
Gemcitabine	ec50	EC50	log10_uM	max	maximum	HGC-27_G1_A10_harvesT3	HGC	HGC-27: 3.4N vs. 3.7N	High	3.65403622143074	cloneid_genome_perspective	HGC-27_G1_A9_harvesT155	nearest_pedigree_genome_perspective	2	HGC-27_G1_A9_harvesT155	0.0578449964206701	-1.23773420146371	LL.4
Gemcitabine	ec50	EC50	log10_uM	max	maximum	MDA-MB-231_O1_A23-K_harvest	MDA	MDA-MB-231: 4.6N vs. 4.8N	Low	4.60757698230523	cloneid_genome_perspective	MDA-MB-231_O1_A23-K_harvest	exact_mapped_genome_perspective	0	MDA-MB-231_O1_A23-K_harvest	1.41847922086642	0.151822978250202	LL.4
Gemcitabine	ec50	EC50	log10_uM	max	maximum	MDA-MB-231_G2_A3_harvesT8	MDA	MDA-MB-231: 4.6N vs. 4.8N	High	4.8231775261434	cloneid_genome_perspective	MDA-MB-231_G2_A4_seed	nearest_pedigree_genome_perspective	1	MDA-MB-231_G2_A3_harvesT8	0.611772020910349	-0.213410389139676	LL.4
Gemcitabine	ec50	EC50	log10_uM	max	maximum	SNU-668_P1_A19kT_harvest	SNU	SNU-668: 3.5N vs. 5.1N	Low	3.46076257435524	cloneid_genome_perspective	SNU-668_P1_A18K_seed	nearest_pedigree_genome_perspective	3	SNU-668_P1_A17k_harvest	0.0187867114235341	-1.72614923563166	LL.4
Gemcitabine	ec50	EC50	log10_uM	max	maximum	SNU-668_r2_GFP_VT_A7_harvesT3	SNU	SNU-668: 3.5N vs. 5.1N	High	5.09050049325221	cloneid_genome_perspective	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	24	SNU-668_r2_A55_seedT1	0.0537391917286998	-1.26970886991635	LL.4
Gemcitabine	ec50	EC50	log10_uM	max	maximum	SUM159_NLS_2N_O1_A7K_harvest	SUM	SUM-159: 2.3N vs. 4.4N	Low	2.33228089514092	cloneid_genome_perspective	SUM159_NLS_2N_O1_A7K_harvest	exact_mapped_genome_perspective	0	SUM159_NLS_2N_O1_A7K_harvest	0.103459411682741	-0.985229995515819	LL.4
Gemcitabine	ec50	EC50	log10_uM	max	maximum	SUM-159_NLS_2N_O2_A24_seedT2	SUM	SUM-159: 2.3N vs. 4.4N	High	4.36058359684821	cloneid_genome_perspective	SUM-159_NLS_2N_O2_A19_seed	nearest_pedigree_genome_perspective	11	SUM-159_NLS_2N_O2_A19_seed	0.0991235950299535	-1.00382295528657	LL.4
Gemcitabine	ec50	EC50	log10_uM	max	maximum	SUM-159_2N	SUMOld	SUM-159: 2.0N vs. 3.5N	Low	2.009975	embedded_fallback		target_not_in_passaging	NA	NA	0.015856962749679	-1.79977999402808	LL.4
Gemcitabine	ec50	EC50	log10_uM	max	maximum	SUM-159_4N	SUMOld	SUM-159: 2.0N vs. 3.5N	High	3.49593528659252	embedded_fallback		target_not_in_passaging	NA	NA	0.04932897683979	-1.30689789239193	LL.4
Gemcitabine	ec50	EC50	log10_uM	max	maximum	MDAMB231_2N	MDAOld	MDA-MB-231: 4.2N vs. 6.5N	Low	4.15675859608933	embedded_fallback		target_not_in_passaging	NA	NA	0.0675761684097969	-1.17020643649804	LL.4
Gemcitabine	ec50	EC50	log10_uM	max	maximum	MDAMB231_4N	MDAOld	MDA-MB-231: 4.2N vs. 6.5N	High	6.5	embedded_fallback		target_not_in_passaging	NA	NA	0.0808274378141357	-1.09244118788237	LL.4
Gemcitabine	ic50	IC50	log10_uM	max	maximum	HGC-27_MRCA_harvest	HGC	HGC-27: 3.4N vs. 3.7N	Low	3.35183243007983	cloneid_genome_perspective	HGC-27_MRCA_harvest	exact_mapped_genome_perspective	0	HGC-27_MRCA_harvest	0.336354338640145	-0.473202965973386	LL.4
Gemcitabine	ic50	IC50	log10_uM	max	maximum	HGC-27_G1_A10_harvesT3	HGC	HGC-27: 3.4N vs. 3.7N	High	3.65403622143074	cloneid_genome_perspective	HGC-27_G1_A9_harvesT155	nearest_pedigree_genome_perspective	2	HGC-27_G1_A9_harvesT155	0.065587113953204	-1.18318147905031	LL.4
Gemcitabine	ic50	IC50	log10_uM	max	maximum	MDA-MB-231_O1_A23-K_harvest	MDA	MDA-MB-231: 4.6N vs. 4.8N	Low	4.60757698230523	cloneid_genome_perspective	MDA-MB-231_O1_A23-K_harvest	exact_mapped_genome_perspective	0	MDA-MB-231_O1_A23-K_harvest	NA	NA	LL.4
Gemcitabine	ic50	IC50	log10_uM	max	maximum	MDA-MB-231_G2_A3_harvesT8	MDA	MDA-MB-231: 4.6N vs. 4.8N	High	4.8231775261434	cloneid_genome_perspective	MDA-MB-231_G2_A4_seed	nearest_pedigree_genome_perspective	1	MDA-MB-231_G2_A3_harvesT8	NA	NA	LL.4
Gemcitabine	ic50	IC50	log10_uM	max	maximum	SNU-668_P1_A19kT_harvest	SNU	SNU-668: 3.5N vs. 5.1N	Low	3.46076257435524	cloneid_genome_perspective	SNU-668_P1_A18K_seed	nearest_pedigree_genome_perspective	3	SNU-668_P1_A17k_harvest	0.0247414930995384	-1.60657409511418	LL.4
Gemcitabine	ic50	IC50	log10_uM	max	maximum	SNU-668_r2_GFP_VT_A7_harvesT3	SNU	SNU-668: 3.5N vs. 5.1N	High	5.09050049325221	cloneid_genome_perspective	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	24	SNU-668_r2_A55_seedT1	0.0664045667578392	-1.17780205241617	LL.4
Gemcitabine	ic50	IC50	log10_uM	max	maximum	SUM159_NLS_2N_O1_A7K_harvest	SUM	SUM-159: 2.3N vs. 4.4N	Low	2.33228089514092	cloneid_genome_perspective	SUM159_NLS_2N_O1_A7K_harvest	exact_mapped_genome_perspective	0	SUM159_NLS_2N_O1_A7K_harvest	0.104550765155342	-0.980672784448158	LL.4
Gemcitabine	ic50	IC50	log10_uM	max	maximum	SUM-159_NLS_2N_O2_A24_seedT2	SUM	SUM-159: 2.3N vs. 4.4N	High	4.36058359684821	cloneid_genome_perspective	SUM-159_NLS_2N_O2_A19_seed	nearest_pedigree_genome_perspective	11	SUM-159_NLS_2N_O2_A19_seed	0.100209937507897	-0.99908920869987	LL.4
Gemcitabine	ic50	IC50	log10_uM	max	maximum	SUM-159_2N	SUMOld	SUM-159: 2.0N vs. 3.5N	Low	2.009975	embedded_fallback		target_not_in_passaging	NA	NA	0.0157626293503155	-1.80237133652368	LL.4
Gemcitabine	ic50	IC50	log10_uM	max	maximum	SUM-159_4N	SUMOld	SUM-159: 2.0N vs. 3.5N	High	3.49593528659252	embedded_fallback		target_not_in_passaging	NA	NA	0.0506545311043647	-1.29538170043978	LL.4
Gemcitabine	ic50	IC50	log10_uM	max	maximum	MDAMB231_2N	MDAOld	MDA-MB-231: 4.2N vs. 6.5N	Low	4.15675859608933	embedded_fallback		target_not_in_passaging	NA	NA	0.0848915225924869	-1.07113567695425	LL.4
Gemcitabine	ic50	IC50	log10_uM	max	maximum	MDAMB231_4N	MDAOld	MDA-MB-231: 4.2N vs. 6.5N	High	6.5	embedded_fallback		target_not_in_passaging	NA	NA	NA	NA	LL.4
Gemcitabine	ec50	EC50	log10_uM	min	minimum	HGC-27_MRCA_harvest	HGC	HGC-27: 2.9N vs. 2.7N	Low	2.85678118658185	cloneid_genome_perspective	HGC-27_MRCA_harvest	exact_mapped_genome_perspective	0	HGC-27_MRCA_harvest	0.379997767823594	-0.420218954500934	LL.4
Gemcitabine	ec50	EC50	log10_uM	min	minimum	HGC-27_G1_A10_harvesT3	HGC	HGC-27: 2.9N vs. 2.7N	High	2.74152758510204	cloneid_genome_perspective	HGC-27_G1_A9_harvesT155	nearest_pedigree_genome_perspective	2	HGC-27_G1_A9_harvesT155	0.0578449964206701	-1.23773420146371	LL.4
Gemcitabine	ec50	EC50	log10_uM	min	minimum	MDA-MB-231_O1_A23-K_harvest	MDA	MDA-MB-231: 3.4N vs. 4.0N	Low	3.43096316050803	cloneid_genome_perspective	MDA-MB-231_O1_A23-K_harvest	exact_mapped_genome_perspective	0	MDA-MB-231_O1_A23-K_harvest	1.41847922086642	0.151822978250202	LL.4
Gemcitabine	ec50	EC50	log10_uM	min	minimum	MDA-MB-231_G2_A3_harvesT8	MDA	MDA-MB-231: 3.4N vs. 4.0N	High	4.02963973580451	cloneid_genome_perspective	MDA-MB-231_G2_A4_seed	nearest_pedigree_genome_perspective	1	MDA-MB-231_G2_A3_harvesT8	0.611772020910349	-0.213410389139676	LL.4
Gemcitabine	ec50	EC50	log10_uM	min	minimum	SNU-668_P1_A19kT_harvest	SNU	SNU-668: 2.4N vs. 2.4N	Low	2.41313766882995	cloneid_genome_perspective	SNU-668_P1_A18K_seed	nearest_pedigree_genome_perspective	3	SNU-668_P1_A17k_harvest	0.0187867114235341	-1.72614923563166	LL.4
Gemcitabine	ec50	EC50	log10_uM	min	minimum	SNU-668_r2_GFP_VT_A7_harvesT3	SNU	SNU-668: 2.4N vs. 2.4N	High	2.42301142675315	cloneid_genome_perspective	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	24	SNU-668_r2_A55_seedT1	0.0537391917286998	-1.26970886991635	LL.4
Gemcitabine	ec50	EC50	log10_uM	min	minimum	SUM159_NLS_2N_O1_A7K_harvest	SUM	SUM-159: 2.1N vs. 2.2N	Low	2.09900013754716	cloneid_genome_perspective	SUM159_NLS_2N_O1_A7K_harvest	exact_mapped_genome_perspective	0	SUM159_NLS_2N_O1_A7K_harvest	0.103459411682741	-0.985229995515819	LL.4
Gemcitabine	ec50	EC50	log10_uM	min	minimum	SUM-159_NLS_2N_O2_A24_seedT2	SUM	SUM-159: 2.1N vs. 2.2N	High	2.19104435329445	cloneid_genome_perspective	SUM-159_NLS_2N_O2_A19_seed	nearest_pedigree_genome_perspective	11	SUM-159_NLS_2N_O2_A19_seed	0.0991235950299535	-1.00382295528657	LL.4
Gemcitabine	ec50	EC50	log10_uM	min	minimum	SUM-159_2N	SUMOld	SUM-159: 2.0N vs. 3.5N	Low	2.009975	embedded_fallback		target_not_in_passaging	NA	NA	0.015856962749679	-1.79977999402808	LL.4
Gemcitabine	ec50	EC50	log10_uM	min	minimum	SUM-159_4N	SUMOld	SUM-159: 2.0N vs. 3.5N	High	3.49593528659252	embedded_fallback		target_not_in_passaging	NA	NA	0.04932897683979	-1.30689789239193	LL.4
Gemcitabine	ec50	EC50	log10_uM	min	minimum	MDAMB231_2N	MDAOld	MDA-MB-231: 4.2N vs. 6.5N	Low	4.15675859608933	embedded_fallback		target_not_in_passaging	NA	NA	0.0675761684097969	-1.17020643649804	LL.4
Gemcitabine	ec50	EC50	log10_uM	min	minimum	MDAMB231_4N	MDAOld	MDA-MB-231: 4.2N vs. 6.5N	High	6.5	embedded_fallback		target_not_in_passaging	NA	NA	0.0808274378141357	-1.09244118788237	LL.4
Gemcitabine	ic50	IC50	log10_uM	min	minimum	HGC-27_MRCA_harvest	HGC	HGC-27: 2.9N vs. 2.7N	Low	2.85678118658185	cloneid_genome_perspective	HGC-27_MRCA_harvest	exact_mapped_genome_perspective	0	HGC-27_MRCA_harvest	0.336354338640145	-0.473202965973386	LL.4
Gemcitabine	ic50	IC50	log10_uM	min	minimum	HGC-27_G1_A10_harvesT3	HGC	HGC-27: 2.9N vs. 2.7N	High	2.74152758510204	cloneid_genome_perspective	HGC-27_G1_A9_harvesT155	nearest_pedigree_genome_perspective	2	HGC-27_G1_A9_harvesT155	0.065587113953204	-1.18318147905031	LL.4
Gemcitabine	ic50	IC50	log10_uM	min	minimum	MDA-MB-231_O1_A23-K_harvest	MDA	MDA-MB-231: 3.4N vs. 4.0N	Low	3.43096316050803	cloneid_genome_perspective	MDA-MB-231_O1_A23-K_harvest	exact_mapped_genome_perspective	0	MDA-MB-231_O1_A23-K_harvest	NA	NA	LL.4
Gemcitabine	ic50	IC50	log10_uM	min	minimum	MDA-MB-231_G2_A3_harvesT8	MDA	MDA-MB-231: 3.4N vs. 4.0N	High	4.02963973580451	cloneid_genome_perspective	MDA-MB-231_G2_A4_seed	nearest_pedigree_genome_perspective	1	MDA-MB-231_G2_A3_harvesT8	NA	NA	LL.4
Gemcitabine	ic50	IC50	log10_uM	min	minimum	SNU-668_P1_A19kT_harvest	SNU	SNU-668: 2.4N vs. 2.4N	Low	2.41313766882995	cloneid_genome_perspective	SNU-668_P1_A18K_seed	nearest_pedigree_genome_perspective	3	SNU-668_P1_A17k_harvest	0.0247414930995384	-1.60657409511418	LL.4
Gemcitabine	ic50	IC50	log10_uM	min	minimum	SNU-668_r2_GFP_VT_A7_harvesT3	SNU	SNU-668: 2.4N vs. 2.4N	High	2.42301142675315	cloneid_genome_perspective	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	24	SNU-668_r2_A55_seedT1	0.0664045667578392	-1.17780205241617	LL.4
Gemcitabine	ic50	IC50	log10_uM	min	minimum	SUM159_NLS_2N_O1_A7K_harvest	SUM	SUM-159: 2.1N vs. 2.2N	Low	2.09900013754716	cloneid_genome_perspective	SUM159_NLS_2N_O1_A7K_harvest	exact_mapped_genome_perspective	0	SUM159_NLS_2N_O1_A7K_harvest	0.104550765155342	-0.980672784448158	LL.4
Gemcitabine	ic50	IC50	log10_uM	min	minimum	SUM-159_NLS_2N_O2_A24_seedT2	SUM	SUM-159: 2.1N vs. 2.2N	High	2.19104435329445	cloneid_genome_perspective	SUM-159_NLS_2N_O2_A19_seed	nearest_pedigree_genome_perspective	11	SUM-159_NLS_2N_O2_A19_seed	0.100209937507897	-0.99908920869987	LL.4
Gemcitabine	ic50	IC50	log10_uM	min	minimum	SUM-159_2N	SUMOld	SUM-159: 2.0N vs. 3.5N	Low	2.009975	embedded_fallback		target_not_in_passaging	NA	NA	0.0157626293503155	-1.80237133652368	LL.4
Gemcitabine	ic50	IC50	log10_uM	min	minimum	SUM-159_4N	SUMOld	SUM-159: 2.0N vs. 3.5N	High	3.49593528659252	embedded_fallback		target_not_in_passaging	NA	NA	0.0506545311043647	-1.29538170043978	LL.4
Gemcitabine	ic50	IC50	log10_uM	min	minimum	MDAMB231_2N	MDAOld	MDA-MB-231: 4.2N vs. 6.5N	Low	4.15675859608933	embedded_fallback		target_not_in_passaging	NA	NA	0.0848915225924869	-1.07113567695425	LL.4
Gemcitabine	ic50	IC50	log10_uM	min	minimum	MDAMB231_4N	MDAOld	MDA-MB-231: 4.2N vs. 6.5N	High	6.5	embedded_fallback		target_not_in_passaging	NA	NA	NA	NA	LL.4
