"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","hallmark_label","cluster"
"HALLMARK_MYC_TARGETS_V2",0.00470753205128205,0.0192580856643357,0.211070537868325,-0.456459859196073,-1.51009284426046,53,"MRTO4;NOLC1;PLK1;MCM4;DCTPP1;MCM5;SRM;TCOF1;PA2G4;PLK4;PHB1;TMEM97;DDX18;NOP56;NOP16;WDR43;CBX3;GNL3;LAS1L;HSPD1;NIP7;SLC19A1;AIMP2;NOC4L;IMP4;MYBBP1A;HSPE1;PPRC1;PRMT3;PUS1;RRP9;TBRG4;FARSA;BYSL;NDUFAF4;RABEPK;CDK4;WDR74;GRWD1","Myc Targets V2","0"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.0113,0.042375,0.13525091239264,-0.407128281659335,-1.39189974761265,76,"TOP2A;CDC20;SFN;FABP5;GINS2;CDC6;CAV1;KIF20A;RBBP8;PPIF;STIL;FLNB;BTG3;XBP1;SLC7A5;PLK4;SLC29A1;HPRT1;XRCC3;RNASEH2A;NXT1;ISG20;ACOX2;SLC16A1;CCND1;TPBG;SGK1;SCARB1","Estrogen Response Late","0"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.0217152006404483,0.0751680022169365,0.0969823177419894,-0.41488381463842,-1.38527843383281,58,"RAC1;HSP90B1;SFN;CDK1;HRAS;PFN1;CFL1;ARHGDIA;TRIB3;E2F1;ACTR3;ACTR2;CDK2;UBE2N;SLC2A1;ARF1;PPP1CA;PIN1;PTPN11;CDKN1A;DDIT3;EIF4E;AP2M1;CLTC;MAP2K3;YWHAB;MAPK1;AKT1;GRB2;CALR;PDK1","Pi3k Akt Mtor Signaling","0"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.08767343655741,0.281807474648818,0.0466919018140932,-0.414771614597707,-1.30634893908768,34,"PRDX4;NDUFA6;TXN;PFKP;GLRX2;PRDX1;SOD1;TXNRD2;PRNP;OXSR1;GCLM;SELENOS;MSRA;CDKN2D","Reactive Oxygen Species Pathway","0"
"HALLMARK_PEROXISOME",0.104751403368083,0.296126637336266,0.0422441410140851,-0.38789319311928,-1.26166990287814,45,"TOP2A;HRAS;YWHAH;CTPS1;DHCR24;PRDX1;SOD1;MSH2;PRDX5;TSPO;SLC25A19;CNBP;RDH11;FDPS;CLN6;ITGB1BP1;FABP6;IDH1;IDI1;SMARCC1;ECI2","Peroxisome","0"
"HALLMARK_APOPTOSIS",0.105289471052895,0.296126637336266,0.0420644872196636,-0.343034765011431,-1.19498090859259,99,"TOP2A;HMGB2;TNFRSF12A;BRCA1;PMAIP1;IGFBP6;CAV1;ANXA1;EBP;SLC20A1;GADD45A;BTG3;PEA15;GPX1;DAP;CDK2;FEZ1;IL1A;ISG20;SOD1;TIMP3;PAK1;DNAJA1;IL1B;ETF1;CCND1;IL18;TSPO;CTH;CDKN1A;DDIT3","Apoptosis","0"
"HALLMARK_P53_PATHWAY",0.162983701629837,0.431427445490745,0.0326982991152533,-0.330109573643317,-1.15354601760487,103,"SDC1;UPP1;KRT17;PCNA;SFN;HRAS;CDH13;SLC3A2;SERPINB5;GADD45A;TRIB3;IRAK1;IL1A;NUDT15;RAD51C;EI24;DDB2;SPHK1;DNTTIP2;RAP2B;PDGFA;S100A10;H2AJ;H1-2;STOM;AEN;TGFA;DCXR;SEC61A1;CDKN1A;DDIT3;HBEGF;HINT1;TPRKB;SLC7A11;HSPA4L","P53 Pathway","0"
"HALLMARK_ALLOGRAFT_REJECTION",0.188994497248624,0.463927291481378,0.0298998598093173,-0.347842529582226,-1.16773747927849,62,"BRCA1;EIF5A;NME1;INHBA;WARS1;BCAT1;FLNA;UBE2N;SRGN;ABCE1;MRPL3;CAPG;EIF3J;IL1B;AARS1;GALNT1;IL18;CD47;STAT1;PSMB10;EREG;CD3D;AKT1;FAS;CCL5;TAP2;HDAC9;DEGS1","Allograft Rejection","0"
"HALLMARK_INFLAMMATORY_RESPONSE",0.195880411958804,0.463927291481378,0.0292337091963034,-0.329387261002308,-1.14050847032877,91,"CD55;IL7R;INHBA;ADRM1;SLC7A1;IL1A;SLC31A1;SPHK1;IL1B;MET;RNF144B;TPBG;IL18;SGMS2;SELENOS;BDKRB1;MSR1;PVR;GNAI3;PTGER4;PLAUR;CDKN1A;HBEGF;CXCL8;RHOG;TNFRSF9;EDN1;DCBLD2;RGS16;SLC7A2;EREG;SRI;NAMPT;EIF2AK2;CCL5;MXD1;GNA15;CD70;TNFSF9;HRH1","Inflammatory Response","0"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.231317082957167,0.495679463479644,0.0263563597196709,-0.358120971456594,-1.15563796198692,42,"TNFRSF12A;FABP5;ALCAM;EBP;TRIB3;S100A11;NIBAN1;ACAT2;TMEM97;CYP51A1;ANXA5;PLAUR;GPX8;FDPS","Cholesterol Homeostasis","0"
"HALLMARK_XENOBIOTIC_METABOLISM",0.223877612238776,0.495679463479644,0.0268640784536404,-0.327515081061253,-1.12699384269063,83,"UPP1;GSTO1;ETS2;PTGES3;SSR3;SLC1A5;PYCR1;XDH;BCAT1;TMBIM6;HPRT1;LONP1;TMEM97;PGRMC1;MTHFD1;ACOX2;PDLIM5;ACP1;GART;CBR1;GSS;SHMT2;DCXR;ARG2;PGD;SLC35B1","Xenobiotic Metabolism","0"
"HALLMARK_FATTY_ACID_METABOLISM",0.2694,0.551045454545455,0.023761548652064,-0.32449992127804,-1.1094079651906,76,"H2AZ1;ODC1;SMS;LDHA;YWHAH;HSP90AA1;MIF;KMT5A;NCAPH2;MDH2;ACAT2;DHCR24;HSPH1;LGALS1;CBR3;S100A10;CBR1;ERP29;RDH11;PDHA1;ECHS1;FH;HSD17B10;PTS;HCCS;IDH1;ECI1;IDI1;MIX23;ECI2;PRDX6;METAP1;UROS;BLVRA;OSTC;MDH1;HADH;NBN;UBE2L6;ADSL","Fatty Acid Metabolism","0"
"HALLMARK_APICAL_JUNCTION",0.337866213378662,0.661042591393035,0.0201974390457777,-0.311179177179839,-1.07078127675479,83,"FSCN1;ITGA2;ACTB;HRAS;PFN1;YWHAH;ACTN4;TUBG1;ITGB1;ARPC2;MYH9;MYL12B;MSN;EPB41L2;CAP1;MPZL2;CD99;CD274;AMIGO2;CTNNA1;ZYX;CD276;GNAI2;NECTIN1;ACTN1;RSU1;ADAM15;DLG1;COL17A1;LAYN","Apical Junction","0"
"HALLMARK_KRAS_SIGNALING_DN",0.415086519531655,0.726331213032543,0.0176493983688933,-0.369195552529336,-1.05240257358088,18,"TENM2;BARD1;SGK1;KRT5;COPZ2;EDN1;MX1","Kras Signaling Dn","0"
"HALLMARK_HYPOXIA",0.41965803419658,0.726331213032543,0.0169661682065131,-0.295152002193455,-1.03388712260639,107,"CAVIN3;STC2;LDHA;CAV1;ENO1;PGK1;HSPA5;TPI1;MIF;PFKP;MYH9;SDC4;CAVIN1;ANXA2;GPC1;ISG20;HK1;SLC2A1;SAP30;CSRP2;PRDX5;TPBG;SCARB1;PLAUR;CDKN1A;DDIT3;UGP2","Hypoxia","0"
"HALLMARK_ADIPOGENESIS",0.416258374162584,0.726331213032543,0.0170851423762834,-0.294368571854426,-1.03382347581198,111,"COX8A;GADD45A;ATP1B3;SLC1A5;CD151;SLC25A10;MDH2;AK2;RTN3;CAVIN1;GRPEL1;YWHAG;SOD1;TALDO1;GHITM;ACLY;MTCH2;COX6A1;UQCRQ;SQOR;UQCR10;SCARB1;G3BP2;SOWAHC;SNCG;STOM;SLC19A1;UBQLN1;MRPL15;NDUFAB1;UQCRC1;NDUFB7;ECHS1;DNAJC15;PRDX3;COQ3;CYC1;COX7B;UQCR11;IMMT;IDH1;UBC;ABCB8;ESYT1;PEMT;DHCR7;PFKL;DDT;SDHB","Adipogenesis","0"
"HALLMARK_IL2_STAT5_SIGNALING",0.470552944705529,0.784254907842549,0.0153036059232047,-0.293550218394976,-1.01386091715062,87,"BATF3;GSTO1;ODC1;CDC6;NT5E;ALCAM;CKAP4;PNP;SLC1A5;XBP1;NCS1;DCPS;CAPG;PRNP;ITGA6;CDCP1;ITGAE;ETV4;CTSZ;TNFRSF9;UMPS;RNH1;PTRH2;HUWE1;RGS16;CASP3;TTC39B;PUS1;ENPP1;LCLAT1;MXD1;EMP1;SYNGR2;UCK2;CD83;BCL2L1;ST3GAL4;DHRS3;DENND5A;TRAF1;MYO1E;PHTF2","Il2 Stat5 Signaling","0"
"HALLMARK_ANDROGEN_RESPONSE",0.510408326661329,0.802936947684542,0.0141430225501248,-0.297746419827427,-0.996772614184187,60,"SPCS3;SMS;CENPN;ADRM1;PA2G4;XRCC6;MYL12A;XRCC5;DHCR24;ACSL3;PDLIM5;SRP19;CCND1;UAP1;SGK1;CDK6;GNAI3","Androgen Response","0"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.517448255174483,0.802936947684542,0.013932310470519,-0.277896858095448,-0.996181524237364,158,"NDUFA6;CYCS;LDHA;COX8A;TIMM10;HSPA9;VDAC1;NDUFS6;COX17;NDUFS8;GOT2;MDH2;GRPEL1;ATP5MF;ATP5MC1;TIMM8B;COX6A1;UQCRQ;NDUFB2;ATP5MG;UQCR10;CYB5R3;ATP6V0C;POLR2F;TIMM50;ATP5PF;ATP6V0B;MFN2;TIMM17A;MRPL15;NDUFAB1;UQCRC1;NDUFB7;MRPS12;PDHA1;NDUFS7;MPC1;MRPL11;ECHS1;NDUFB6;FH;HSD17B10;ATP6V1F;PRDX3;GPI;CYC1;COX7B;UQCR11;VDAC3;HCCS;FDX1;IMMT;IDH1;NDUFC1;ECI1;MRPS15;MRPL35;COX5A;COX6C;NDUFC2;TOMM70;GLUD1;TIMM13;UQCRFS1;NDUFB3;ATP5F1B;SDHB;OAT;ATP5ME;NDUFV1;VDAC2;ATP5MC3;MDH1;DLAT;ATP5F1E;NDUFA9;LRPPRC;LDHB","Oxidative Phosphorylation","0"
"HALLMARK_MYOGENESIS",0.555600040036032,0.833400060054049,0.0129174750911512,-0.292228760795102,-0.976841483614029,59,"STC2;DMD;TPM3;CDH13;PDLIM7;ITGB1;MYH9;FGF2;SPHK1;PRNP;SCHIP1;CDKN1A;HBEGF;NAV2;FDPS","Myogenesis","0"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.605539446055394,0.864930243024302,0.0116442676780942,-0.274471219080084,-0.959121476613362,103,"SDC1;PFN2;TNFRSF12A;ITGA2;NT5E;MCM7;INHBA;GADD45A;ITGB1;CALU;FLNA;SDC4;FGF2;GPC1;CDH2;TIMP3;CAPG;LGALS1;ABI3BP;COLGALT1;DPYSL3;PVR;TPM4;PLOD3;PLAUR;CXCL8;SNAI2;PTX3;QSOX1;PPIB;PTHLH;TNC;BASP1;ADAM12;CALD1;IL32;FAS;LAMC2","Epithelial Mesenchymal Transition","0"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.615061506150615,0.864930243024302,0.0114164357615619,-0.278906644028291,-0.949302361817534,72,"STC2;SFN;PMAIP1;RBBP8;PPIF;THSD4;FLNB;XBP1;SLC7A5;MYBL1;NXT1;SLC16A1;SLC2A1;CCND1;TPBG;PODXL;SCARB1;NAV2;GLA;ARL3;SLC7A2;MYBBP1A;DYNLT3;MAST4;PRSS23;SLC39A6","Estrogen Response Early","0"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.712028797120288,0.962109671385803,0.00917497056363551,-0.260001192168773,-0.918314815029461,121,"TUBB2A;IL7R;PHLDA2;INHBA;ETS2;FOSL1;GADD45A;BTG3;IL1A;SDC4;RCAN1;FJX1;PDLIM5;SPHK1;IL1B;RIGI;CCND1;IL18;SGK1;PANX1;PTGER4;LITAF;PLAUR;CDKN1A;HBEGF;PTX3;TNFRSF9;EDN1;MAP2K3;TNC;SERPINB8;JAG1;CXCL3;NAMPT;DRAM1;CCL5;NFE2L2;MXD1;ATF3;CEBPB;TNFSF9;DUSP5;ATP2B1;CCL20;GFPT2;TNIP1;SOD2;CD83;RNF19B;DENND5A;CXCL1;TNFAIP8;TRAF1;EHD1;RIPK2;TAP1;YRDC;BIRC3","Tnfa Signaling via Nfkb","0"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.726927307269273,0.962109671385803,0.00884244283232652,-0.259038433236902,-0.909065816146805,110,"UPP1;PSMA2;OASL;ISG15;WARS1;PSME2;PNP;PSMB2;OAS3;PFKP;PSMA3;RBCK1;ISG20;DDX60;MTHFD2;OAS2;RIGI;NUP93;CD274;PSMB9;LAP3;PNPT1;CDKN1A;TRIM14;IFIT3;MX1;STAT1;TRIM26;PSMB10;CASP3;SRI;NAMPT;SAMHD1;EIF2AK2;PTPN1;FAS;CCL5;IFI44;LYSMD2;XAF1;SAMD9L;UBE2L6;USP18;SOD2;PARP12;ADAR;IFIT1;PSMB8;MT2A;IFI27;RIPK2;TAP1","Interferon Gamma Response","0"
"HALLMARK_COMPLEMENT",0.889011098890111,0.9867,0.00509755684522577,-0.231152745269556,-0.798353125411563,87,"CD55;USP14;CALM1;CDH13;PFN1;CSRP1;HSPA5;CALM3;PRSS3;GNB4;ANXA5;PSMB9;LAP3;GNAI3;GNAI2;PLAUR;RHOG;ATOX1;PLAT;CASP3;FDX1;RNF4;GRB2;GNB2;PPP4C;CCL5;CEBPB;LAMP2;KIF2A;DUSP5;TFPI2;RCE1;USP15;LYN","Complement","0"
"HALLMARK_KRAS_SIGNALING_UP",0.884076815363073,0.9867,0.00523091258082749,-0.231666509682155,-0.787252149596183,71,"IL7R;ITGA2;TMEM158;INHBA;PLEK2;LCP1;ITGBL1;IL1B;MPZL2;ETV4;PLAUR;HBEGF;DCBLD2;ETV5;RGS16;PRELID3B;EREG;PLAT;ERO1A;LAPTM5;EPB41L3;HDAC9;PDCD1LG2;EMP1;HSD11B1;CCL20;GFPT2;CCSER2;PSMB8;TRAF1;YRDC;NIN;BIRC3;ZNF639","Kras Signaling Up","0"
"HALLMARK_PROTEIN_SECRETION",0.901780356071214,0.9867,0.00476855600517063,-0.226451764495854,-0.768509107504972,70,"ANP32E;CAV2;AP2S1;YKT6;SOD1;COPE;ARF1;TMED10;TMED2;AP2M1;CLTC;GLA;LMAN1;TMX1;RAB14;MAPK1;RER1;ZW10;COPB2;RAB2A;LAMP2;M6PR;AP2B1;ARCN1;DNM1L;CLTA;CD63;SCAMP3;NAPA;AP3S1;ARFGAP3;BNIP3;GOSR2;NAPG;COPB1","Protein Secretion","0"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.81,0.9867,0.0702666782298212,0.173987273009468,0.761082053748453,15,"WNT6;MYC;GNAI1;NUMB;CTNNB1;ADAM17;RBPJ;CSNK1E;AXIN1;NCOR2;DKK1;CUL1;JAG1;HDAC2;SKP2","Wnt Beta Catenin Signaling","0"
"HALLMARK_COAGULATION",0.886147055873207,0.9867,0.00524363800603271,-0.230223741124622,-0.742920175582374,42,"RAC1;ITGA2;CSRP1;ANXA1;WDR1;ACOX2;TIMP3;CAPN2","Coagulation","0"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.883991894630192,0.9867,0.00551720022109133,-0.232533841712101,-0.709597931875812,27,"TNFRSF12A;IL1B;PTPN11;HAX1;STAT1;GRB2;CXCL3;PTPN1;FAS","Il6 Jak Stat3 Signaling","0"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.961980990495248,0.9867,0.00289063982495064,-0.196494800844381,-0.663576463033897,66,"OASL;ISG15;WARS1;PSME2;PSMA3;ISG20;DDX60;PSMB9;LAP3;PNPT1;CD47;TRIM14;IFIT3;MX1;TRIM26","Interferon Alpha Response","0"
"HALLMARK_APICAL_SURFACE",0.91644148825608,0.9867,0.00528424955362309,-0.226332319091356,-0.638622091023064,17,"BRCA1;PLAUR;DCBLD2;MDGA1;AKAP7;LYN;B4GALT1;APP;CRYBG1","Apical Surface","0"
"HALLMARK_BILE_ACID_METABOLISM",0.947819943480016,0.9867,0.00367692050291301,-0.197552488361742,-0.61283171846034,30,"SLC29A1;DHCR24;SOD1;PRDX5;GCLM;PXMP2;IDH1;IDI1","Bile Acid Metabolism","0"
"HALLMARK_HEME_METABOLISM",0.9867,0.9867,0.00168125860589771,-0.173782331828592,-0.594131124533749,76,"TFRC;TCEA1;GLRX5;MOCOS;H4C3;GMPS;SLC2A1;HDGF;HMBS;GCLM;NFE2L1;RAD23A;SLC7A11;MAP2K3;CAST;PSMD9;FBXO7;EIF2AK1;HTATIP2;CDC27;BACH1;UROS;LAMP2;BLVRA","Heme Metabolism","0"
"HALLMARK_TGF_BETA_SIGNALING",0.971607557845812,0.9867,0.00288674292406112,-0.179118256604516,-0.552787532442648,29,"SLC20A1;RHOA;SPTBN1;PPP1CA","Tgf Beta Signaling","0"
"HALLMARK_UV_RESPONSE_DN",,,,0.160095206520679,,80,"PLPP3;TFPI;CDON;PDGFRB;DBP","Uv Response Dn","0"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",5.47227815478533e-05,0.00218891126191413,0.557332238758646,0.522035327515323,1.5801203625488,90,"GADD45A;TNFRSF12A;TIMP3;TPM1;FLNA;CALD1;PVR;LOXL2;TPM4;TNC;DKK1;ITGB1;FSTL3;TAGLN;BASP1;PFN2;GADD45B;IL32;SERPINH1;CCN1;DST;MYL9;CDH2;PMEPA1;FERMT2;RHOB;TPM2;GPC1;MYLK;EDIL3;DAB2;THBS1;COL12A1;COLGALT1;CALU;ABI3BP;GJA1;SERPINE2;LGALS1;VEGFA;ITGAV;PPIB;FOXC2;ADAM12;PLOD3","Epithelial Mesenchymal Transition","2"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.000137170466073809,0.00274340932147618,0.518848077743792,0.570202873510997,1.66383242918216,54,"IARS1;PSAT1;EIF4EBP1;TARS1;CHAC1;CEBPG;SLC7A5;STC2;YIF1A;XBP1;MTHFD2;DKC1;HSPA9;DDIT4;KIF5B;XPOT;NHP2;HSPA5;HERPUD1;NOLC1;NABP1;NOP56;DDX10;EIF2S1;BANF1;SPCS1;PDIA6;SDAD1;ATF3;PAIP1;EIF4G1;VEGFA;EXOSC4;SRPRB","Unfolded Protein Response","2"
